Temp Difference,Total Rain,Month
3.900000000000002,5.4,5
3.400000000000002,5.4,5
3.599999999999998,5.4,5
2.900000000000002,5.4,5
2.6000000000000014,5.4,5
4.0,5.4,5
4.899999999999999,5.4,5
5.699999999999999,5.4,5
4.0,5.6,5
6.5,5.6,5
5.899999999999999,5.6,5
3.3000000000000007,5.6,5
5.300000000000001,5.6,5
4.699999999999999,5.6,5
5.699999999999999,5.6,5
4.6,5.6,5
4.399999999999999,5.6,5
4.399999999999999,5.6,5
4.4,5.6,5
3.9,5.6,5
3.400000000000002,5.6,5
4.199999999999999,5.6,5
4.600000000000001,5.6,5
4.899999999999999,5.6,5
4.699999999999999,5.6,5
4.199999999999999,5.6,5
3.400000000000002,5.6,5
2.6999999999999997,5.6,5
3.1999999999999997,5.6,5
3.700000000000003,5.6,5
4.100000000000001,5.6,5
6.0,5.6,5
3.899999999999999,5.8,5
3.099999999999998,8.0,5
3.3000000000000007,8.0,5
3.1999999999999997,8.0,5
3.200000000000003,8.0,5
6.200000000000003,8.0,5
6.800000000000001,8.0,5
6.600000000000001,8.0,5
6.200000000000003,8.0,5
4.800000000000001,8.0,5
4.5,8.0,5
3.900000000000002,8.0,5
3.8000000000000007,8.0,5
3.900000000000002,8.0,5
3.400000000000002,8.0,5
3.099999999999998,8.0,5
2.599999999999998,8.0,5
2.299999999999997,8.1,5
2.1999999999999997,8.3,5
1.6000000000000014,9.2,5
1.6999999999999993,9.6,5
2.5,10.3,5
1.1999999999999993,10.8,5
0.5,11.5,5
0.5,11.8,5
0.5,11.8,5
0.5,11.9,5
0.5,12.9,5
0.5999999999999996,14.6,5
0.5999999999999996,14.6,5
0.4000000000000003,2.6,5
0.5999999999999996,3.7,5
0.7999999999999989,5.5,5
0.6999999999999993,8.9,5
0.8999999999999995,10.2,5
1.1000000000000003,10.3,5
1.0,10.3,5
0.9000000000000004,10.3,5
0.7000000000000002,10.3,5
0.9000000000000004,10.3,5
0.7999999999999998,10.3,5
0.5,10.3,5
0.5,10.3,5
0.5999999999999996,10.3,5
0.8999999999999995,10.3,5
1.0,10.3,5
1.0000000000000009,10.3,5
1.2999999999999998,10.3,5
1.3000000000000007,10.3,5
1.700000000000001,10.3,5
1.6999999999999993,10.3,5
1.5999999999999996,10.3,5
1.7000000000000002,10.3,5
1.5,10.3,5
1.6000000000000003,10.3,5
1.6000000000000003,10.3,5
1.5999999999999996,10.3,5
1.5,10.3,5
1.4000000000000004,10.3,5
1.3000000000000007,10.3,6
1.3000000000000007,10.3,6
1.9000000000000004,10.3,6
1.6000000000000003,10.3,6
1.4999999999999991,10.3,6
1.3000000000000007,10.3,6
1.2999999999999998,10.3,6
1.299999999999999,10.3,6
1.2000000000000002,10.3,6
1.2999999999999998,10.3,6
1.4000000000000004,10.3,6
1.4000000000000004,10.3,6
1.6000000000000003,10.3,6
1.6999999999999993,10.3,6
1.6999999999999993,10.3,6
1.9000000000000004,10.3,6
2.3,10.3,6
2.700000000000001,10.3,6
2.6999999999999997,10.3,6
2.500000000000001,10.3,6
2.500000000000001,10.3,6
2.3999999999999995,10.3,6
2.5,10.3,6
2.5,10.3,6
3.0,10.3,6
1.8999999999999997,10.3,6
2.1,10.3,6
1.5999999999999996,10.3,6
1.4000000000000004,10.3,6
1.3000000000000007,10.3,6
1.5,10.3,6
1.700000000000001,10.3,6
1.8000000000000007,10.3,6
1.4000000000000004,10.3,6
1.799999999999999,10.3,6
2.3000000000000007,10.3,6
3.4000000000000004,10.3,6
2.6000000000000014,10.3,6
2.3000000000000007,10.3,6
2.5,10.3,6
2.9000000000000004,10.3,6
3.4000000000000004,10.3,6
4.5,10.3,6
4.199999999999999,10.3,6
3.899999999999999,10.3,6
2.5,10.3,6
2.5,10.3,6
2.6,10.3,6
3.1000000000000014,10.3,6
3.1,10.3,6
2.9000000000000004,10.3,6
3.5000000000000018,10.3,6
1.6999999999999993,10.3,6
3.4000000000000004,10.3,6
2.700000000000001,10.3,6
3.1000000000000014,10.3,6
3.899999999999999,10.3,6
3.6000000000000014,10.3,6
4.5,10.3,6
3.599999999999998,10.3,6
3.5000000000000018,10.3,6
3.700000000000001,10.3,6
3.8000000000000007,10.3,6
4.5,10.3,6
4.300000000000001,10.3,6
3.9,10.3,6
3.9999999999999982,10.3,6
3.6999999999999993,10.3,6
3.3000000000000007,10.3,6
3.6000000000000014,10.3,6
3.899999999999999,10.3,6
5.0,10.3,6
5.100000000000001,10.3,6
6.099999999999998,10.3,6
6.100000000000001,10.3,6
6.699999999999999,10.3,6
4.5,10.3,6
5.800000000000001,10.3,6
5.600000000000001,10.3,6
5.5,10.3,6
6.100000000000001,10.3,6
5.699999999999999,10.3,6
5.0,10.3,6
3.5,10.3,6
2.6,10.3,6
1.799999999999999,10.3,6
1.5,10.3,6
0.4000000000000003,10.3,6
0.3000000000000007,10.3,6
0.1999999999999993,10.3,6
0.200000000000001,10.3,6
0.200000000000001,10.3,6
0.5999999999999996,10.3,6
0.4000000000000003,10.3,6
0.7999999999999989,10.3,6
0.3999999999999986,10.3,6
0.9000000000000004,10.3,6
1.0,10.3,6
1.200000000000001,10.3,6
1.0999999999999996,10.3,6
1.0999999999999996,10.3,6
0.9000000000000004,10.3,6
0.9000000000000004,10.3,6
0.8999999999999986,10.3,6
1.0,10.3,6
0.8000000000000007,10.3,6
1.200000000000001,10.3,6
1.200000000000001,10.3,6
1.200000000000001,10.3,6
1.3000000000000007,10.3,6
1.3000000000000007,10.3,6
1.3000000000000007,10.3,6
1.700000000000001,10.3,6
1.9000000000000004,10.3,6
1.799999999999999,10.3,6
1.6000000000000014,10.3,6
1.6999999999999993,10.3,6
1.6999999999999993,10.3,6
1.6999999999999993,10.3,6
2.0,10.3,6
1.9000000000000004,10.3,6
1.5,10.3,6
1.5,10.3,6
2.0,10.3,6
2.3999999999999986,10.3,6
2.8000000000000007,10.3,6
3.099999999999998,10.3,6
3.3999999999999986,10.3,6
3.400000000000002,10.3,6
3.6000000000000014,10.3,6
1.1999999999999993,15.2,6
1.3000000000000007,19.1,6
1.599999999999998,19.1,6
2.1999999999999997,19.1,6
2.6000000000000014,19.1,6
3.400000000000002,19.1,6
4.100000000000001,19.1,6
4.900000000000002,19.1,6
4.0,19.1,6
3.1999999999999997,19.1,6
2.3999999999999986,19.1,6
1.8000000000000007,19.1,6
2.400000000000002,19.1,6
2.599999999999998,19.1,6
2.1000000000000014,19.1,6
1.6999999999999993,19.4,6
1.8999999999999984,19.4,6
2.099999999999998,19.4,6
2.1000000000000014,19.4,6
1.900000000000002,19.4,6
1.7999999999999972,19.4,6
1.8000000000000007,19.4,6
2.0,19.4,6
2.6000000000000014,19.4,6
3.599999999999998,19.4,6
5.0,19.4,6
7.0,19.4,6
7.800000000000001,19.4,6
9.400000000000002,19.4,6
9.2,19.4,6
10.5,19.4,6
6.0,19.4,6
3.200000000000003,23.6,6
3.1999999999999997,26.1,6
3.1000000000000014,27.8,6
3.299999999999999,27.8,6
3.6999999999999993,27.8,6
3.899999999999999,27.8,6
4.200000000000001,27.8,6
4.5,27.8,6
3.9,27.8,6
4.0,27.8,6
3.6999999999999993,27.8,6
4.0,27.8,6
4.0,27.8,6
4.200000000000001,27.8,6
4.399999999999999,27.8,6
5.100000000000001,27.8,6
7.100000000000001,27.8,6
9.1,27.8,6
9.8,27.8,6
7.899999999999999,27.8,6
9.2,27.8,6
10.7,27.8,6
8.400000000000002,27.8,6
7.900000000000002,27.8,6
7.400000000000002,27.8,6
7.0,27.8,6
6.5,27.8,6
6.099999999999998,27.8,6
6.0,27.8,6
5.899999999999999,27.8,6
5.399999999999999,27.8,6
5.699999999999999,27.8,6
5.5,27.8,6
6.5,27.8,6
7.100000000000001,27.8,6
7.699999999999999,27.8,6
8.700000000000003,27.8,6
10.000000000000004,27.8,6
10.599999999999998,27.8,6
4.299999999999997,27.8,6
4.199999999999999,27.8,6
3.3999999999999986,27.8,6
3.6999999999999993,27.8,6
4.900000000000002,27.8,6
2.8999999999999986,27.8,6
2.0,27.8,6
3.599999999999998,27.8,6
1.6999999999999993,27.8,6
6.4,27.8,6
6.899999999999999,27.8,6
2.4999999999999982,27.8,6
2.200000000000001,27.8,6
2.200000000000001,27.8,6
2.0,27.8,6
1.8000000000000007,27.8,6
1.3000000000000007,27.8,6
1.4000000000000004,27.8,6
1.5,27.8,6
1.8000000000000007,27.9,6
1.5999999999999996,28.1,6
1.299999999999999,28.1,6
1.8000000000000007,28.1,6
2.099999999999998,28.1,6
1.299999999999999,29.3,6
1.0999999999999996,29.4,6
0.9000000000000004,29.4,6
1.200000000000001,29.5,6
0.5,32.0,6
0.5,32.5,6
0.5,32.5,6
0.5999999999999996,32.5,6
0.8000000000000007,32.7,6
0.5999999999999996,32.8,6
0.3999999999999986,32.8,6
0.9000000000000021,33.2,6
0.7999999999999972,33.7,6
0.8000000000000007,34.3,6
0.5,34.7,6
0.4000000000000003,35.1,6
0.2999999999999989,35.1,6
0.4000000000000003,35.1,6
0.2999999999999989,35.1,6
0.3999999999999986,35.2,6
0.3000000000000007,35.2,6
0.1000000000000014,35.2,6
0.0999999999999996,35.2,6
0.2999999999999989,35.2,6
0.3000000000000007,35.2,6
0.2999999999999989,35.2,6
0.3000000000000007,35.2,6
0.3000000000000007,35.2,6
0.2999999999999989,35.2,6
0.3000000000000007,35.2,6
0.3000000000000007,35.2,6
0.3000000000000007,35.2,6
0.1999999999999993,35.2,6
0.4000000000000003,35.2,6
1.3000000000000007,35.2,6
1.4999999999999982,35.2,6
2.3999999999999986,35.2,6
2.0,35.2,6
4.0,35.2,6
4.699999999999999,35.2,6
1.8999999999999984,35.2,6
0.8999999999999986,35.2,6
0.5999999999999996,35.2,6
1.599999999999998,37.8,6
2.5,40.4,6
1.8000000000000007,41.1,6
1.1000000000000014,41.1,6
0.8000000000000007,41.3,6
0.7999999999999972,46.5,6
0.5999999999999979,52.1,6
0.3000000000000007,52.1,6
0.9000000000000021,52.1,6
1.3000000000000007,52.3,6
0.6999999999999993,61.5,6
0.8999999999999986,62.3,6
0.5,66.7,6
0.2999999999999971,67.4,6
1.6000000000000014,67.4,6
2.6999999999999997,67.4,6
4.0,67.4,6
6.100000000000001,67.4,6
6.900000000000002,67.4,6
7.199999999999999,67.4,6
3.3999999999999986,67.4,6
3.299999999999997,67.4,6
1.6999999999999993,67.4,6
2.1000000000000014,67.4,6
2.8000000000000007,67.4,6
2.900000000000002,67.4,6
2.3000000000000007,67.4,6
2.3000000000000007,67.4,6
2.0,67.4,6
2.0,67.4,6
1.8000000000000007,67.4,6
1.599999999999998,67.4,6
1.6000000000000014,67.4,6
1.5,67.7,6
2.099999999999998,67.7,6
2.0,67.7,6
1.0,69.0,6
0.8000000000000007,69.0,6
0.3999999999999986,70.6,6
1.1000000000000014,74.9,6
1.6999999999999993,76.7,6
4.100000000000001,76.7,6
3.5,76.7,6
1.599999999999998,77.8,6
0.8000000000000007,88.5,6
0.6000000000000014,98.0,6
0.7999999999999972,106.0,6
1.0,109.5,6
0.8000000000000007,109.9,6
0.9000000000000021,110.2,6
0.8999999999999986,110.3,6
0.3000000000000007,110.3,6
0.5,110.3,6
0.5,110.3,6
0.5,110.3,6
0.3000000000000007,110.3,6
1.599999999999998,110.3,6
2.4000000000000004,110.3,6
2.5,110.3,6
2.5,110.3,6
2.3000000000000007,110.3,6
2.6,110.3,6
2.1999999999999997,110.3,6
2.3000000000000007,110.3,6
2.6000000000000014,110.3,6
2.6,110.3,6
2.3000000000000007,110.3,6
2.6999999999999997,110.3,6
2.6,110.3,6
3.0,110.3,6
2.8999999999999986,110.3,6
2.8000000000000007,110.3,6
3.700000000000001,110.3,6
4.0,110.3,6
3.5,110.3,6
3.1,110.3,6
2.6,110.3,6
2.799999999999999,110.3,6
3.0,110.3,6
2.8000000000000007,110.3,6
2.5,110.3,6
1.3000000000000007,110.9,6
1.0,111.8,6
0.8000000000000007,112.2,6
1.1000000000000014,112.3,6
1.1999999999999993,112.6,6
1.3000000000000007,112.6,6
1.299999999999999,112.6,6
1.6000000000000014,112.6,6
2.0,112.6,6
1.5,112.6,6
1.5,112.6,6
1.6999999999999993,112.6,6
2.299999999999999,112.6,6
2.400000000000002,112.6,6
2.5,112.6,6
1.8999999999999984,112.6,6
2.0,112.6,6
0.9000000000000021,112.6,6
1.6999999999999993,112.6,6
1.1999999999999993,112.6,6
1.1999999999999993,112.6,6
0.7000000000000028,112.6,6
0.8000000000000007,112.6,6
0.9000000000000021,112.6,6
1.3000000000000007,114.7,6
2.6999999999999997,114.7,6
3.8000000000000007,114.7,6
4.100000000000001,114.7,6
5.900000000000002,114.7,6
6.199999999999999,114.7,6
7.399999999999999,114.7,6
7.400000000000002,114.7,6
6.599999999999998,114.7,6
1.3000000000000007,114.7,6
1.700000000000001,114.7,6
2.0,114.7,6
1.9000000000000004,114.7,6
1.6999999999999993,114.7,6
1.700000000000001,114.7,6
1.9000000000000004,114.7,6
2.0,114.7,6
1.5999999999999996,114.7,6
1.4000000000000004,114.7,6
1.4000000000000004,114.7,6
1.4000000000000004,114.7,6
1.4000000000000004,114.7,6
1.1999999999999993,114.7,6
1.4000000000000004,114.7,6
1.4000000000000004,114.7,6
1.5,114.7,6
1.1999999999999993,114.7,6
1.1999999999999993,114.7,6
1.1000000000000014,114.7,6
1.1999999999999993,114.7,6
1.200000000000001,114.7,6
1.8000000000000007,114.7,6
2.1,114.7,6
2.3000000000000007,114.7,6
2.200000000000001,114.7,6
2.3000000000000007,114.7,6
2.3000000000000007,114.7,6
2.0,114.7,6
1.6999999999999993,114.7,6
1.5,114.7,6
1.3000000000000007,114.7,6
1.1999999999999993,114.7,6
1.0999999999999996,114.7,6
1.0,114.7,6
0.9000000000000004,114.7,6
0.8000000000000007,114.7,6
0.8000000000000007,114.7,6
0.6999999999999993,114.7,6
1.1000000000000014,114.7,6
3.3999999999999986,114.7,6
2.3000000000000007,114.7,6
3.1999999999999997,114.7,6
2.799999999999997,114.7,6
2.3000000000000007,114.7,6
5.199999999999999,114.7,6
0.8999999999999986,123.1,6
1.099999999999998,124.3,6
2.1999999999999997,125.1,6
1.7999999999999972,125.1,6
1.7999999999999972,125.1,6
1.8000000000000007,125.1,6
1.6999999999999993,125.1,6
1.5,125.1,6
1.6000000000000014,125.1,6
2.0,125.1,6
2.700000000000003,125.1,6
7.100000000000001,125.1,6
5.600000000000001,125.1,6
5.200000000000003,125.1,6
5.100000000000001,125.1,6
4.599999999999998,125.1,6
4.400000000000002,125.1,6
4.0,125.1,6
3.899999999999999,125.1,6
3.899999999999999,125.1,6
3.6000000000000014,125.1,6
2.400000000000002,125.1,6
2.1000000000000014,125.1,6
2.0,125.1,6
2.8000000000000007,125.1,6
2.0,207.7,6
2.8999999999999986,125.1,6
2.5,207.7,6
3.099999999999998,125.1,6
2.900000000000002,125.1,6
2.099999999999998,207.7,6
2.1999999999999997,125.6,6
1.6999999999999993,208.2,6
1.5,212.1,6
1.3999999999999986,128.9,6
1.8999999999999984,212.1,6
3.900000000000002,129.0,6
3.5,212.1,6
4.0,129.0,6
3.1999999999999997,212.1,6
4.199999999999999,129.0,6
3.400000000000002,212.1,6
4.100000000000001,129.0,6
3.3000000000000007,212.1,6
3.3999999999999986,212.1,6
4.0,129.0,6
3.8000000000000007,129.0,6
3.5,212.1,6
3.400000000000002,212.1,6
4.0,129.0,6
3.3999999999999986,212.2,6
4.900000000000002,129.1,6
4.300000000000001,212.3,6
4.0,129.1,6
2.6000000000000014,212.3,6
2.0,212.3,6
3.3999999999999986,129.1,6
1.8999999999999984,212.3,6
2.5,129.1,6
1.6999999999999993,212.3,6
2.6999999999999997,129.1,6
3.8000000000000007,129.1,6
3.1000000000000014,212.3,6
3.1999999999999997,212.3,6
3.1000000000000014,129.1,6
2.5,212.3,6
4.599999999999998,129.1,6
4.0,212.3,6
3.6999999999999993,212.3,6
5.200000000000001,129.1,6
4.1,129.1,6
4.199999999999999,212.3,6
3.299999999999999,129.1,6
2.8000000000000007,212.3,6
2.6,212.3,6
4.299999999999997,129.1,6
3.9999999999999982,129.1,6
2.6999999999999997,212.3,6
3.1999999999999997,212.3,6
5.199999999999999,129.1,6
5.099999999999998,129.1,6
3.6000000000000014,212.3,6
3.200000000000003,212.3,6
5.199999999999999,129.1,6
5.5,129.1,6
3.1999999999999997,212.3,6
5.300000000000001,129.1,6
2.8999999999999986,212.3,6
2.8999999999999986,212.3,6
3.8000000000000007,129.1,6
2.6000000000000014,212.3,6
3.900000000000002,129.1,6
2.6999999999999997,212.3,6
2.3999999999999986,212.3,6
4.9,129.1,6
5.199999999999999,129.1,6
2.6,212.3,6
2.9000000000000004,212.3,6
5.300000000000001,129.1,6
1.9000000000000004,212.3,6
4.899999999999999,129.1,6
2.0,212.3,6
2.0,212.3,6
5.500000000000002,129.1,6
1.8999999999999984,212.3,6
6.299999999999999,129.1,6
2.6,212.3,6
7.700000000000001,129.1,6
7.599999999999998,129.1,6
3.4000000000000004,212.3,6
3.799999999999999,212.3,6
7.5,129.1,6
3.400000000000002,212.3,6
5.799999999999997,129.1,6
3.1000000000000014,212.3,6
4.800000000000001,129.1,6
3.1999999999999997,212.3,6
4.099999999999998,129.1,6
2.8000000000000007,212.3,6
2.3000000000000007,129.1,6
2.099999999999998,212.3,6
2.799999999999997,129.1,6
4.5,129.1,6
2.400000000000002,212.3,6
6.199999999999999,212.3,6
7.100000000000001,129.1,6
7.300000000000001,212.3,6
7.200000000000003,129.1,6
7.200000000000003,212.3,6
8.3,129.1,6
7.599999999999998,129.1,6
7.100000000000001,212.3,6
6.0,212.3,6
6.199999999999999,129.1,6
6.799999999999997,129.1,6
5.900000000000002,212.3,6
6.599999999999998,129.1,6
6.0,212.3,6
6.099999999999998,129.1,6
5.099999999999998,212.3,6
4.899999999999999,129.1,6
4.0,212.3,6
4.400000000000002,212.3,6
4.899999999999999,129.1,6
3.899999999999999,212.3,6
4.399999999999999,129.1,6
3.3000000000000007,212.3,6
3.1999999999999997,212.3,6
4.399999999999999,129.1,6
2.6999999999999997,212.3,6
4.0,129.1,6
1.6999999999999993,214.6,6
2.900000000000002,130.0,6
0.6000000000000014,222.0,6
0.8000000000000007,136.8,6
0.2000000000000028,230.0,6
1.099999999999998,140.0,6
0.6999999999999993,235.9,6
1.0,145.8,6
1.1000000000000014,145.9,6
0.5999999999999979,235.9,6
0.5,235.9,6
1.3999999999999986,145.9,6
1.0,235.9,6
1.900000000000002,145.9,6
2.0,145.9,6
2.1000000000000014,235.9,6
1.8999999999999984,145.9,6
3.899999999999999,235.9,6
2.1000000000000014,235.9,6
0.8999999999999986,145.9,6
1.3000000000000007,145.9,6
0.4000000000000021,235.9,6
0.5,236.0,6
1.0,145.9,6
1.6000000000000014,145.9,6
0.5,236.0,6
0.6000000000000014,145.9,6
0.5,236.0,6
0.3000000000000007,145.9,6
0.3000000000000007,236.0,6
0.0,236.1,6
0.3000000000000007,145.9,6
0.0,236.1,6
0.1000000000000014,145.9,6
0.0,236.1,6
0.2000000000000028,145.9,6
0.200000000000001,145.9,6
0.0,236.1,6
1.3999999999999986,236.1,6
2.5,145.9,6
1.8000000000000007,236.1,6
2.1,145.9,6
1.1999999999999993,236.1,6
1.5999999999999996,145.9,6
1.4999999999999982,145.9,6
1.0000000000000018,236.1,6
0.8000000000000007,236.1,6
1.4000000000000004,145.9,6
1.0,145.9,6
0.5,236.1,6
0.3000000000000007,236.1,6
0.5999999999999996,145.9,6
0.1999999999999993,145.9,6
0.0,236.1,6
-0.1000000000000014,236.1,6
0.200000000000001,145.9,6
0.0,236.1,6
0.1999999999999993,145.9,6
0.200000000000001,145.9,6
0.0,236.1,6
1.0,145.9,6
0.5,236.1,6
0.6999999999999993,236.1,6
0.8999999999999986,145.9,6
0.6999999999999993,145.9,6
0.6999999999999993,236.1,6
0.6999999999999993,145.9,6
0.5,236.1,6
0.8000000000000007,145.9,6
0.4000000000000021,236.1,6
0.9000000000000021,145.9,6
0.3000000000000007,240.5,6
1.1999999999999993,146.2,6
0.6000000000000014,245.3,6
0.8000000000000007,149.4,6
0.3000000000000007,251.9,6
0.3999999999999986,261.7,6
0.7999999999999989,150.3,6
0.3999999999999986,267.6,6
0.9000000000000004,153.7,6
0.5,274.6,6
0.8999999999999986,154.8,6
0.5999999999999979,276.5,6
0.9000000000000004,155.9,6
0.6000000000000014,277.4,6
0.9000000000000004,156.1,6
0.6000000000000014,279.5,6
1.0,156.2,6
0.5999999999999996,279.9,6
1.0999999999999996,156.2,6
1.1999999999999993,156.3,6
0.6999999999999993,280.5,6
0.8000000000000007,280.8,6
1.0,156.3,6
1.099999999999998,280.8,6
1.5,156.3,6
1.3000000000000007,280.8,6
1.8000000000000007,156.3,6
1.5000000000000018,280.8,6
1.8000000000000007,156.3,6
1.799999999999999,156.3,6
1.3999999999999986,280.8,6
1.9000000000000004,156.3,6
1.5000000000000018,280.8,6
1.5,280.8,6
2.1999999999999997,156.3,6
1.6000000000000014,280.8,6
2.3000000000000007,156.3,6
1.8999999999999984,156.3,6
1.6999999999999993,280.8,6
2.1,156.3,6
1.799999999999999,280.8,6
2.3000000000000007,156.3,6
1.8000000000000007,280.8,6
2.6,156.3,6
2.0,280.8,6
2.6000000000000014,156.3,6
2.1000000000000014,280.8,6
3.0,156.3,6
2.400000000000002,280.8,6
2.700000000000001,280.8,6
4.199999999999999,156.3,6
3.3999999999999986,280.8,6
4.5,156.3,6
4.0,156.3,6
3.299999999999999,280.8,6
3.6,156.3,6
2.3999999999999986,280.8,6
4.0,156.3,6
2.700000000000001,280.8,6
3.6,280.8,6
5.599999999999998,156.3,6
3.4999999999999982,280.8,6
3.9,156.3,6
4.399999999999999,280.8,6
6.100000000000001,156.3,6
5.899999999999999,156.3,6
4.699999999999999,280.8,6
5.899999999999999,156.3,6
3.099999999999998,280.8,6
5.499999999999998,156.3,6
3.0,280.8,6
5.4,156.3,6
2.6999999999999997,280.8,6
5.5,156.3,6
1.6999999999999993,280.8,6
4.100000000000001,156.3,6
2.3000000000000007,280.8,6
3.700000000000001,280.8,6
4.699999999999999,156.3,6
4.499999999999998,280.8,6
4.300000000000001,156.3,6
5.699999999999999,156.3,6
5.200000000000001,280.8,6
3.099999999999998,280.8,6
5.300000000000001,156.3,6
3.099999999999998,280.8,6
6.4,156.3,6
6.699999999999999,156.3,6
3.3000000000000007,280.8,6
3.899999999999999,280.8,6
6.700000000000001,156.3,6
5.0,280.8,6
4.600000000000001,280.8,6
7.699999999999999,156.3,6
4.699999999999999,280.8,6
4.800000000000001,280.8,6
7.100000000000001,156.3,6
4.699999999999999,280.9,6
6.200000000000003,156.3,6
4.5,281.0,6
3.6999999999999993,156.3,6
5.100000000000001,281.0,6
3.400000000000002,156.5,6
2.900000000000002,281.1,6
4.899999999999999,156.6,6
3.0,281.1,6
2.8000000000000007,281.1,6
4.199999999999999,156.6,6
3.8000000000000007,156.6,6
2.900000000000002,281.1,6
3.599999999999998,156.6,6
2.599999999999998,281.1,6
3.5,156.6,6
1.900000000000002,281.1,6
2.3999999999999986,156.6,6
1.5,281.1,6
1.3000000000000007,156.6,6
1.3000000000000007,281.1,6
0.6999999999999993,281.1,6
1.599999999999998,156.6,6
1.2999999999999972,156.6,6
0.6000000000000014,281.7,6
1.0,156.6,6
0.3999999999999986,283.0,6
0.5,283.5,6
0.5,283.5,6
1.0,157.0,6
0.6000000000000014,283.5,6
1.1999999999999993,157.0,6
0.5,283.5,6
1.2999999999999972,157.0,6
1.3000000000000007,157.0,6
0.6000000000000014,283.5,6
0.5,283.7,6
1.3000000000000007,157.0,6
1.1999999999999993,283.7,6
1.8999999999999984,157.0,6
0.6999999999999993,283.7,6
2.0,157.0,6
0.6999999999999993,283.7,6
0.9000000000000021,283.7,6
1.1000000000000014,157.0,6
0.3999999999999986,283.7,6
0.7999999999999972,157.2,6
1.099999999999998,283.7,6
1.3000000000000007,157.2,6
0.8000000000000007,283.7,6
1.6000000000000014,157.2,6
2.0,157.2,6
0.8000000000000007,283.7,6
1.1999999999999993,283.7,6
2.0,157.2,6
1.8999999999999984,157.2,6
0.8000000000000007,283.7,6
0.5,283.7,6
1.6000000000000014,157.2,6
1.7000000000000028,157.2,6
0.5,283.7,6
1.0,158.8,6
0.6000000000000014,283.7,6
1.3000000000000007,161.9,6
0.6000000000000014,283.7,6
1.0,161.9,6
0.5,283.7,6
0.8000000000000007,283.7,6
1.0,283.7,6
2.1999999999999997,161.9,6
1.6999999999999993,283.7,6
2.3999999999999986,283.7,6
2.8999999999999986,161.9,6
3.3000000000000007,161.9,6
3.0,283.7,6
4.5,161.9,6
4.400000000000002,283.7,6
4.899999999999999,283.7,6
2.8000000000000007,161.9,6
2.3000000000000007,161.9,6
4.099999999999998,283.7,6
1.8000000000000007,283.7,6
2.5,161.9,6
2.400000000000002,161.9,6
1.599999999999998,283.7,6
1.599999999999998,283.7,6
2.0,283.7,6
1.5,283.7,6
1.3000000000000007,161.9,6
0.5999999999999996,161.9,6
0.2999999999999989,283.7,6
0.3999999999999986,161.9,6
0.0999999999999996,283.7,6
0.6999999999999993,161.9,6
0.5,283.7,6
0.9000000000000004,283.7,6
1.1999999999999993,161.9,6
1.0,283.7,6
1.5,161.9,6
1.200000000000001,283.7,6
1.5,161.9,6
1.4000000000000004,283.7,7
1.5999999999999996,161.9,7
1.700000000000001,161.9,7
1.5,283.7,7
1.799999999999999,161.9,7
1.5999999999999996,283.7,7
1.3000000000000007,161.9,7
1.4000000000000004,283.7,7
